Grasa (% P/P);Proteina (% P/P);Extracto (% P/P);Lactosa (% P/P);Celulas (/ml*1000);Bacterias (ufc/ml*1000);Inhb.;PC 1;Urea (mg/l);Patogeno
3.72;3.14;8.66;4.86;117;11;N;524;234;0
3.72;3.15;8.71;4.84;156;11;N;525;212;0
3.72;3.14;8.81;4.95;124;11;N;538;169;0
3.72;3.14;8.85;4.95;94;11;N;535;189;0
3.72;3.24;8.91;4.96;212;11;N;524;105;0
3.72;3.32;8.93;4.89;274;11;N;523;188;0
3.72;3.35;9.03;4.88;339;11;N;523;179;0
3.72;3.17;8.1;0.68;239;11;N;522;236;0
3.72;3.04;8.67;4.88;59;11;N;528;264;0
3.72;3.07;8.74;4.8;192;11;N;533;101;0
3.72;1.13;8.58;4.67;112;11;N;525;137;0
3.72;3.06;8.04;4.59;195;10;N;525;238;0
3.72;3.07;8.39;4.61;242;10;N;521;228;0
3.72;3.14;8.51;4.62;250;10;N;523;240;0
3.72;3.01;8.61;4.79;39;10;N;527;270;0
3.72;3.04;8.67;4.88;58;10;N;527;263;0
3.72;3.13;8.79;4.88;250;10;N;532;93;0
3.72;3.13;8.79;4.88;250;10;N;532;93;0
3.72;3.13;8.79;4.88;250;10;N;532;93;0
3.72;3.22;8.9;4.94;226;10;N;529;199;0
3.72;3.22;8.9;4.94;226;10;N;529;199;0
3.72;3.18;8.9;4.89;170;10;N;530;209;0
3.72;3.35;8.91;4.96;88;10;N;530;236;0
3.72;3.2;8.93;4.99;140;10;N;526;143;0
3.72;3.32;9.02;4.91;281;10;N;522;180;0
3.72;3.19;8.78;4.92;1037;10;N;527;146;0
3.72;3.06;8.04;4.59;195;10;N;525;238;0
3.72;3.15;8.71;4.84;155;10;N;524;211;0
3.72;3.11;8.45;4.62;384;10;N;524;264;0
3.72;3.1;8.52;0.62;241;10;N;527;216;0
3.72;3.06;8.04;4.59;195;10;N;525;238;0
3.72;3.14;8.51;4.62;250;10;N;523;240;0
3.72;3.04;8.4;4.56;300;10;N;527;210;0
3.72;3.06;8.04;4.59;194;9;N;524;237;0
3.72;3.19;8.65;4.72;123;9;N;525;115;0
3.72;3.37;9;5;397;9;N;530;204;0
3.72;3.36;8.87;4.86;227;9;N;521;239;0
3.72;3.08;8.63;4.91;99;9;N;518;280;0
3.72;3.22;8.9;4.94;225;9;N;528;198;0
3.72;3.14;8.66;4.86;115;9;N;522;232;0
3.72;3.29;8.9;4.93;234;9;N;520;153;0
3.72;3.3;8.94;4.92;230;9;N;524;165;0
3.72;3.08;8.76;4.77;155;9;N;530;108;0
3.72;3.14;8.85;4.95;91;8;N;532;186;0
3.72;3.29;8.9;4.93;233;8;N;519;152;0
3.72;3.2;8.93;4.99;138;8;N;524;141;0
3.72;3.35;9.03;4.88;336;8;N;520;176;0
3.72;3.37;9.09;5.01;235;8;N;524;119;0
3.72;3.08;8.63;4.91;98;8;N;517;279;0
3.72;3.2;8.88;4.89;217;8;N;523;158;0
3.72;3.17;8.64;4.73;205;8;N;527;242;0
3.72;3.2;8.86;5.05;147;8;N;531;118;0
3.72;3.05;8.68;4.84;165;8;N;532;149;0
3.72;3.06;8.04;4.59;192;7;N;522;235;0
3.72;3.1;8.52;0.62;238;7;N;524;213;0
3.72;3.35;9.03;4.88;335;7;N;519;175;0
3.72;3.2;8.93;4.99;137;7;N;523;140;0
3.72;3.2;8.93;4.99;136;6;N;522;139;0
3.72;3.21;8.85;4.89;121;6;N;521;195;0
3.72;3.03;8.64;4.92;49;5;N;524;254;0
3.72;3.3;8.94;4.92;225;4;N;519;160;0
3.73;3.29;8.99;4.83;322;977;N;528;218;1
3.73;3.29;8.99;4.83;318;973;N;524;214;1
3.73;3.29;8.99;4.83;316;971;N;522;212;1
3.73;3.38;8.89;4.86;285;97;N;522;267;0
3.73;3.21;8.59;4.62;164;83;N;523;144;0
3.73;3.21;8.59;4.62;164;83;N;523;144;0
3.73;3.21;8.59;4.62;161;80;N;520;141;0
3.73;3.4;8.98;4.83;985;67;N;527;235;0
3.73;3.43;9.08;5.03;434;67;N;518;95;0
3.73;3.07;8.54;4.82;175;66;N;527;155;0
3.73;3.07;8.54;4.82;175;66;N;527;155;0
3.73;3.17;8.8;4.91;161;66;N;525;179;0
3.73;3.07;8.54;4.82;175;66;N;527;155;0
3.73;3.4;8.98;4.83;983;65;N;525;233;0
3.73;3.02;8.45;4.68;477;65;N;529;172;0
3.73;3.4;8.98;4.83;982;64;N;524;232;0
3.73;3.07;8.54;4.82;173;64;N;525;153;0
3.73;3.4;8.98;4.83;981;63;N;523;231;0
3.73;3.02;8.45;4.68;474;62;N;526;169;0
3.73;3.02;8.45;4.68;470;58;N;522;165;0
3.73;3.06;8.45;4.75;277;57;N;526;155;0
3.73;3.19;8.63;4.62;164;57;N;535;108;0
3.73;3.02;8.45;4.68;468;56;N;520;163;0
3.73;3.21;8.82;4.86;383;55;N;532;205;0
3.73;3.33;8.92;4.84;789;54;N;527;229;0
3.73;3.25;8.63;4.71;154;54;N;529;367;0
3.73;2.87;8.33;4.55;329;53;N;522;130;0
3.73;3.42;9.05;5.02;504;53;N;521;134;0
3.73;2.87;8.33;4.55;329;53;N;522;130;0
3.73;3.19;8.63;4.62;158;51;N;529;102;0
3.73;3.19;8.63;4.62;158;51;N;529;102;0
3.73;3.21;8.82;4.86;379;51;N;528;201;0
3.73;3.25;8.63;4.71;151;51;N;526;364;0
3.73;3.21;8.82;4.86;379;51;N;528;201;0
3.73;3.21;8.82;4.86;379;51;N;528;201;0
3.73;3.23;8.77;4.81;212;50;N;530;175;0
3.73;3.47;9;4.88;928;50;N;523;219;0
3.73;3.19;8.63;4.62;157;50;N;528;101;0
3.73;3.38;8.91;4.86;927;49;N;525;241;0
3.73;3.38;8.91;4.86;926;48;N;524;240;0
3.73;3.38;8.91;4.86;925;47;N;523;239;0
3.73;3.38;8.91;4.86;925;47;N;523;239;0
3.73;3.39;8.84;4.86;289;46;N;524;311;0
3.73;3.01;8.44;4.7;401;44;N;527;166;0
3.73;2.98;8.41;4.63;411;43;N;524;174;0
3.73;3.09;8.52;4.79;273;42;N;529;190;0
3.73;3.01;8.44;4.7;398;41;N;524;163;0
3.73;3.23;8.79;4.88;256;41;N;539;254;0
3.73;3.23;8.79;4.88;256;41;N;539;254;0
3.73;3.39;8.84;4.86;284;41;N;519;306;0
3.73;3.05;8.46;4.74;281;40;N;530;158;0
3.73;3.09;8.52;4.79;271;40;N;527;188;0
3.73;3.04;8.62;4.74;228;40;N;522;194;0
3.73;3.23;8.79;4.88;255;40;N;538;253;0
3.73;3.05;8.46;4.74;281;40;N;530;158;0
3.73;3.28;8.69;4.83;150;39;N;529;190;0
3.73;3.09;8.52;4.79;270;39;N;526;187;0
3.73;3.09;8.52;4.79;269;38;N;525;186;0
3.73;3.41;9.07;5.1;206;38;N;527;158;0
3.73;3.09;8.52;4.79;268;37;N;524;185;0
3.73;3.32;8.85;4.84;280;37;N;524;295;0
3.73;3.4;8.86;4.9;256;36;N;523;285;0
3.73;3.27;8.89;4.76;775;36;N;521;202;0
3.73;3.01;8.44;4.7;392;35;N;518;157;0
3.73;3.18;8.59;4.71;724;35;N;522;158;0
3.73;3.27;8.89;4.76;774;35;N;520;201;0
3.73;3.12;8.67;4.88;112;35;N;526;222;0
3.73;3.35;8.9;4.85;251;35;N;524;269;0
3.73;3.28;8.69;4.83;145;34;N;524;185;0
3.73;3.42;8.9;4.85;274;34;N;521;288;0
3.73;3.38;8.93;4.86;291;34;N;524;262;0
3.73;3.35;8.9;4.85;250;34;N;523;268;0
3.73;3.42;8.9;4.85;273;33;N;520;287;0
3.73;3.37;9;4.88;700;33;N;529;173;0
3.73;3.05;8.46;4.74;274;33;N;523;151;0
3.73;3.05;8.46;4.74;274;33;N;523;151;0
3.73;3.09;8.52;4.79;263;32;N;519;180;0
3.73;3.37;9;4.88;699;32;N;528;172;0
3.73;3.18;8.58;4.77;387;32;N;518;218;0
3.73;3.13;8.59;4.75;529;32;N;523;133;0
3.73;3.32;8.9;4.77;692;32;N;521;207;0
3.73;3.12;8.53;4.82;376;31;N;524;120;0
3.73;3.13;8.59;4.75;528;31;N;522;132;0
3.73;3.42;8.9;4.85;271;31;N;518;285;0
3.73;3.37;9;4.88;698;31;N;527;171;0
3.73;3.12;8.53;4.82;376;31;N;524;120;0
3.73;3.13;8.59;4.75;527;30;N;521;131;0
3.73;3.33;8.96;5.03;505;30;N;529;201;0
3.73;3.09;8.52;4.79;261;30;N;517;178;0
3.73;3.04;8.63;4.7;159;30;N;518;170;0
3.73;3.13;8.59;4.75;526;29;N;520;130;0
3.73;3.04;8.63;4.7;158;29;N;517;169;0
3.73;3.32;8.9;4.77;689;29;N;518;204;0
3.73;3.13;8.59;4.75;526;29;N;520;130;0
3.73;3.04;8.63;4.7;158;29;N;517;169;0
3.73;3.31;8.91;4.78;872;28;N;523;197;0
3.73;2.89;8.26;4.53;563;27;N;527;171;0
3.73;3.12;8.53;4.82;372;27;N;520;116;0
3.73;3.3;8.86;4.92;161;27;N;531;182;0
3.73;3.34;8.9;4.86;357;27;N;524;220;0
3.73;3.12;8.53;4.82;372;27;N;520;116;0
3.73;3.15;8.68;4.8;349;26;N;522;141;0
3.73;3.21;8.76;4.88;140;26;N;526;193;0
3.73;3.04;8.63;4.7;155;26;N;514;166;0
3.73;2.96;8.41;4.74;325;26;N;525;214;0
3.73;3.34;8.9;4.86;356;26;N;523;219;0
3.73;3.05;8.57;4.89;130;25;N;527;198;0
3.73;3.05;8.57;4.89;130;25;N;527;198;0
3.73;3.18;8.85;4.88;228;25;N;529;157;0
3.73;3.15;8.68;4.8;348;25;N;521;140;0
3.73;3.34;8.93;4.83;662;25;N;523;188;0
3.73;2.92;8.46;4.76;354;24;N;530;154;0
3.73;3.07;8.57;4.79;122;24;N;530;102;0
3.73;3.04;8.63;4.7;153;24;N;512;164;0
3.73;3.34;8.93;4.83;661;24;N;522;187;0
3.73;3.34;8.9;4.86;353;23;N;520;216;0
3.73;3.07;8.73;4.93;107;23;N;532;258;0
3.73;3;8.35;4.73;157;23;N;527;301;0
3.73;2.95;8.3;4.65;163;23;N;527;285;0
3.73;3.18;8.85;4.88;226;23;N;527;155;0
3.73;3.18;8.74;4.74;98;23;N;526;265;0
3.73;3.07;8.57;4.79;120;22;N;528;100;0
3.73;3.17;8.62;4.74;131;22;N;519;141;0
3.73;3.13;8.68;4.85;102;22;N;527;140;0
3.73;3.18;8.74;4.74;97;22;N;525;264;0
3.73;2.87;8.33;4.63;319;22;N;528;166;0
3.73;3.07;8.57;4.79;119;21;N;527;99;0
3.73;3.18;8.74;4.74;96;21;N;524;263;0
3.73;3.18;8.74;4.74;96;21;N;524;263;0
3.73;3.34;8.74;4.75;448;21;N;518;250;0
3.73;3.22;8.76;4.86;170;21;N;526;165;0
3.73;3.22;8.76;4.86;170;21;N;526;165;0
3.73;3.43;8.97;4.89;383;21;N;525;192;0
3.73;2.95;8.3;4.65;160;20;N;524;282;0
3.73;3.22;8.76;4.86;169;20;N;525;164;0
3.73;3.22;8.76;4.86;169;20;N;525;164;0
3.73;3.04;8.37;4.69;310;20;N;533;319;0
3.73;2.92;8.37;4.68;272;20;N;531;213;0
3.73;3.06;8.4;4.72;372;19;N;528;256;0
3.73;3.06;8.4;4.72;372;19;N;528;256;0
3.73;3.07;8.73;4.93;103;19;N;528;254;0
3.73;3.25;8.92;4.98;123;19;N;525;149;0
3.73;3.04;8.37;4.69;309;19;N;532;318;0
3.73;3.45;9.13;4.99;500;19;N;525;167;0
3.73;3.13;8.68;4.85;99;19;N;524;137;0
3.73;2.92;8.37;4.68;271;19;N;530;212;0
3.73;3.1;8.52;4.68;107;18;N;528;239;0
3.73;3.17;8.74;4.78;238;18;N;541;196;0
3.73;3.16;8.72;4.93;121;18;N;523;177;0
3.73;3.43;8.97;4.89;380;18;N;522;189;0
3.73;3.38;8.96;4.93;427;18;N;524;207;0
3.73;2.92;8.31;4.64;161;17;N;530;264;0
3.73;2.94;8.39;4.68;302;17;N;525;161;0
3.73;3.16;8.67;4.95;132;17;N;527;182;0
3.73;3.17;8.74;4.78;237;17;N;540;195;0
3.73;3.43;8.97;4.89;379;17;N;521;188;0
3.73;3.45;9.13;4.99;498;17;N;523;165;0
3.73;3.38;8.96;4.93;426;17;N;523;206;0
3.73;3.16;8.72;4.85;162;17;N;531;218;0
3.73;2.92;8.35;4.68;168;17;N;526;269;0
3.73;2.92;8.31;4.64;161;17;N;530;264;0
3.73;2.92;8.42;4.67;238;17;N;524;167;0
3.73;3.17;8.74;4.78;237;17;N;540;195;0
3.73;3.08;8.65;4.8;355;16;N;534;132;0
3.73;3.16;8.72;4.85;161;16;N;530;217;0
3.73;3.33;8.94;4.9;279;16;N;528;193;0
3.73;3;8.35;4.73;150;16;N;520;294;0
3.73;2.94;8.39;4.68;301;16;N;524;160;0
3.73;3.19;8.91;4.9;176;16;N;536;215;0
3.73;3.02;8.6;4.67;129;16;N;532;232;0
3.73;2.92;8.31;4.64;160;16;N;529;263;0
3.73;2.92;8.35;4.68;166;15;N;524;267;0
3.73;2.92;8.35;4.68;166;15;N;524;267;0
3.73;3.1;8.52;4.68;104;15;N;525;236;0
3.73;3.15;8.52;4.63;255;15;N;528;245;0
3.73;3.31;8.76;4.73;351;15;N;516;229;0
3.73;3.25;8.92;4.97;216;15;N;528;109;0
3.73;3.25;8.92;4.97;216;15;N;528;109;0
3.73;2.94;8.39;4.68;300;15;N;523;159;0
3.73;3.15;8.52;4.63;255;15;N;528;245;0
3.73;3.13;8.59;4.68;118;15;N;528;108;0
3.73;3.45;9.05;4.85;352;15;N;524;145;0
3.73;2.91;8.3;4.66;182;15;N;526;253;0
3.73;3.1;8.52;4.68;104;15;N;525;236;0
3.73;3;8.35;4.73;148;14;N;518;292;0
3.73;2.92;8.37;4.68;266;14;N;525;207;0
3.73;3.06;8.42;4.59;342;14;N;531;234;0
3.73;3.03;8.46;4.57;212;14;N;530;164;0
3.73;2.98;8.49;4.74;250;14;N;526;138;0
3.73;1.14;8.59;4.68;115;14;N;528;140;0
3.73;2.97;8.63;4.88;84;14;N;530;218;0
3.73;3.16;8.67;4.95;129;14;N;524;179;0
3.73;2.96;8.3;4.59;328;14;N;526;261;0
3.73;2.96;8.3;4.59;328;14;N;526;261;0
3.73;3;8.35;4.73;148;14;N;518;292;0
3.73;3.13;8.59;4.68;117;14;N;527;107;0
3.73;3.02;8.57;4.7;1333;14;N;522;166;0
3.73;3.02;8.57;4.7;1333;14;N;522;166;0
3.73;3.18;8.65;4.74;211;14;N;533;248;0
3.73;2.92;8.31;4.64;157;13;N;526;260;0
3.73;3.13;8.59;4.68;116;13;N;526;106;0
3.73;3.02;8.62;4.8;42;13;N;530;273;0
3.73;3.09;8.64;4.92;103;13;N;522;284;0
3.73;3.37;8.88;4.87;231;13;N;525;243;0
3.73;3.19;8.91;4.9;173;13;N;533;212;0
3.73;3.39;8.95;4.94;115;13;N;529;230;0
3.73;3.31;9.01;4.97;177;13;N;530;223;0
3.73;3.45;9.05;4.85;350;13;N;522;143;0
3.73;3.33;8.94;4.9;276;13;N;525;190;0
3.73;3.15;8.86;4.96;96;13;N;537;191;0
3.73;3.06;8.42;4.59;341;13;N;530;233;0
3.73;3.23;8.87;4.82;259;13;N;522;157;0
3.73;2.96;8.3;4.59;327;13;N;525;260;0
3.73;3.19;8.91;4.9;173;13;N;533;212;0
3.73;3.08;8.63;4.68;295;13;N;528;179;0
3.73;3.07;8.05;4.6;197;12;N;527;240;0
3.73;3.18;8.11;0.69;240;12;N;523;237;0
3.73;3.15;8.43;4.6;276;12;N;525;246;0
3.73;3.03;8.46;4.57;210;12;N;528;162;0
3.73;3.04;8.65;4.93;56;12;N;531;261;0
3.73;3.18;8.86;4.8;176;12;N;528;148;0
3.73;3.19;8.91;4.9;172;12;N;532;211;0
3.73;3.33;8.94;4.9;275;12;N;524;189;0
3.73;3.21;8.94;5;142;12;N;528;145;0
3.73;3.31;9.01;4.97;176;12;N;529;222;0
3.73;3.31;9.01;4.96;236;12;N;523;170;0
3.73;3.06;8.48;4.82;253;12;N;525;234;0
3.73;3.15;8.43;4.6;276;12;N;525;246;0
3.73;2.98;8.49;4.74;248;12;N;524;136;0
3.73;3.15;8.67;4.87;118;12;N;525;235;0
3.73;3.15;8.43;4.6;276;12;N;525;246;0
3.73;2.99;8.54;4.69;113;12;N;530;260;0
3.73;3.05;8.41;4.57;302;12;N;529;212;0
3.73;3.18;8.11;0.69;239;11;N;522;236;0
3.73;2.92;8.35;4.62;136;11;N;524;325;0
3.73;3.12;8.46;4.63;385;11;N;525;265;0
3.73;3.02;8.62;4.8;40;11;N;528;271;0
3.73;3.18;8.83;4.93;145;11;N;531;141;0
3.73;3.22;8.86;4.9;126;11;N;526;200;0
3.73;3.23;8.87;4.82;257;11;N;520;155;0
3.73;3.21;8.89;4.9;220;11;N;526;161;0
3.73;3.28;8.99;4.99;246;11;N;529;144;0
3.73;3.28;8.99;4.99;246;11;N;529;144;0
3.73;3.31;9.01;4.97;175;11;N;528;221;0
3.73;3.41;9.04;5.02;322;11;N;526;143;0
3.73;3.06;8.42;4.59;339;11;N;528;231;0
3.73;3.41;9.04;5.02;322;11;N;526;143;0
3.73;2.92;8.33;4.6;312;11;N;524;274;0
3.73;3.05;8.41;4.57;301;11;N;528;211;0
3.73;3.02;8.31;4.54;264;10;N;523;231;0
3.73;3.05;8.41;4.57;300;10;N;527;210;0
3.73;3.05;8.41;4.57;300;10;N;527;210;0
3.73;3.12;8.46;4.63;384;10;N;524;264;0
3.73;3.09;8.64;4.92;100;10;N;519;281;0
3.73;3.2;8.66;4.73;124;10;N;526;116;0
3.73;3.2;8.66;4.73;124;10;N;526;116;0
3.73;3.05;8.68;4.89;58;10;N;527;263;0
3.73;3.21;8.89;4.9;219;10;N;525;160;0
3.73;3.21;8.89;4.9;219;10;N;525;160;0
3.73;3.3;8.91;4.94;235;10;N;521;154;0
3.73;3.23;8.91;4.95;226;10;N;529;199;0
3.73;3.21;8.94;5;140;10;N;526;143;0
3.73;3.21;8.94;5;140;10;N;526;143;0
3.73;3.33;9.03;4.92;281;10;N;522;180;0
3.73;3.36;9.04;4.89;338;10;N;522;178;0
3.73;3.33;9.03;4.92;281;10;N;522;180;0
3.73;3.15;8.43;4.6;274;10;N;523;244;0
3.73;3.11;8.53;0.63;241;10;N;527;216;0
3.73;3.15;8.67;4.87;116;10;N;523;233;0
3.73;3.41;9.04;5.02;321;10;N;525;142;0
3.73;3.05;8.68;4.89;58;10;N;527;263;0
3.73;3.19;8.91;4.9;170;10;N;530;209;0
3.73;3.18;8.86;4.8;174;10;N;526;146;0
3.73;1.14;8.59;4.68;111;10;N;524;136;0
3.73;3.02;8.62;4.8;39;10;N;527;270;0
3.73;3.31;9.01;4.97;174;10;N;527;220;0
3.73;3.12;8.46;4.63;383;9;N;523;263;0
3.73;3.12;8.46;4.63;383;9;N;523;263;0
3.73;3.15;8.52;4.63;249;9;N;522;239;0
3.73;3.02;8.6;4.67;122;9;N;525;225;0
3.73;3.08;8.75;4.81;190;9;N;531;99;0
3.73;3.22;8.86;4.9;124;9;N;524;198;0
3.73;3.18;8.84;4.99;165;9;N;532;145;0
3.73;3.2;8.79;4.93;1036;9;N;526;145;0
3.73;3.06;8.69;4.85;166;9;N;533;150;0
3.73;3.21;8.89;4.9;218;9;N;524;159;0
3.73;3.38;9.1;5.02;236;9;N;525;120;0
3.73;3.15;8.86;4.96;92;9;N;533;187;0
3.73;3.21;8.94;5;139;9;N;525;142;0
3.73;3.21;8.94;5;139;9;N;525;142;0
3.73;3.22;8.86;4.9;124;9;N;524;198;0
3.73;3.15;8.82;4.96;122;9;N;536;167;0
3.73;3.18;8.65;4.74;206;9;N;528;243;0
3.73;3.08;8.4;4.62;240;8;N;519;226;0
3.73;3.08;8.4;4.62;240;8;N;519;226;0
3.73;3.06;8.42;4.59;336;8;N;525;228;0
3.73;3.08;8.75;4.81;189;8;N;530;98;0
3.73;3.14;8.8;4.89;248;8;N;530;91;0
3.73;3.22;8.86;4.9;123;8;N;523;197;0
3.73;3.23;8.91;4.95;224;8;N;527;197;0
3.73;3.19;8.91;4.9;168;8;N;528;207;0
3.73;3.21;8.94;5;138;8;N;524;141;0
3.73;3.07;8.05;4.6;193;8;N;523;236;0
3.73;3.07;8.05;4.6;193;8;N;523;236;0
3.73;3.36;9.04;4.89;336;8;N;520;176;0
3.73;3.2;8.66;4.73;122;8;N;524;114;0
3.73;3.07;8.05;4.6;192;7;N;522;235;0
3.73;3.21;8.89;4.9;216;7;N;522;157;0
3.73;3.36;9.04;4.89;335;7;N;519;175;0
3.73;3.38;9.1;5.02;234;7;N;523;118;0
3.73;3.08;8.75;4.81;188;7;N;529;97;0
3.73;3.23;8.91;4.95;222;6;N;525;195;0
3.73;3.36;8.86;4.93;114;6;N;520;221;0
3.73;3.06;8.69;4.85;163;6;N;530;147;0
3.73;3.2;8.79;4.93;1033;6;N;523;142;0
3.73;3.23;8.91;4.95;222;6;N;525;195;0
3.73;3.38;9.01;5.01;393;5;N;526;200;0
3.73;3.22;8.93;4.77;243;5;N;521;185;0
3.73;3.18;8.86;4.8;169;5;N;521;141;0
3.73;3.23;8.91;4.95;218;2;N;521;191;0
3.74;3.3;9;4.84;323;978;N;529;219;1
3.74;3.3;9;4.84;323;978;N;529;219;1
3.74;3.3;9;4.84;321;976;N;527;217;1
3.74;3.3;9;4.84;320;975;N;526;216;1
3.74;3.39;8.9;4.87;287;99;N;524;269;0
3.74;3.39;8.9;4.87;285;97;N;522;267;0
3.74;3.22;8.6;4.63;166;85;N;525;146;0
3.74;3.22;8.6;4.63;165;84;N;524;145;0
3.74;3.22;8.6;4.63;165;84;N;524;145;0
3.74;3.22;8.6;4.63;165;84;N;524;145;0
3.74;3.22;8.6;4.63;164;83;N;523;144;0
3.74;3.22;8.6;4.63;164;83;N;523;144;0
3.74;3.44;9.09;5.04;437;70;N;521;98;0
3.74;3.18;8.81;4.92;163;68;N;527;181;0
3.74;3.41;8.99;4.84;986;68;N;528;236;0
3.74;3.08;8.55;4.83;177;68;N;529;157;0
3.74;3.44;9.09;5.04;434;67;N;518;95;0
3.74;3.18;8.81;4.92;159;64;N;523;177;0
3.74;3.41;8.99;4.84;982;64;N;524;232;0
3.74;3.18;8.81;4.92;159;64;N;523;177;0
3.74;3.08;8.55;4.83;171;62;N;523;151;0
3.74;3.03;8.46;4.69;470;58;N;522;165;0
3.74;3.03;8.46;4.69;469;57;N;521;164;0
3.74;3.22;8.83;4.87;384;56;N;533;206;0
3.74;3.22;8.83;4.87;383;55;N;532;205;0
3.74;3.22;8.83;4.87;382;54;N;531;204;0
3.74;3.22;8.83;4.87;382;54;N;531;204;0
3.74;3.34;8.93;4.85;788;53;N;526;228;0
3.74;3.26;8.64;4.72;153;53;N;528;366;0
3.74;3.24;8.78;4.82;215;53;N;533;178;0
3.74;2.88;8.34;4.56;328;52;N;521;129;0
3.74;3.34;8.93;4.85;787;52;N;525;227;0
3.74;3.26;8.64;4.72;152;52;N;527;365;0
3.74;3.26;8.64;4.72;151;51;N;526;364;0
3.74;3.39;8.92;4.87;929;51;N;527;243;0
3.74;3.2;8.64;4.63;157;50;N;528;101;0
3.74;3.39;8.92;4.87;928;50;N;526;242;0
3.74;3.02;8.34;0.56;286;50;N;526;269;0
3.74;3.39;8.92;4.87;927;49;N;525;241;0
3.74;3.2;8.64;4.63;156;49;N;527;100;0
3.74;2.88;8.34;4.56;325;49;N;518;126;0
3.74;2.88;8.34;4.56;325;49;N;518;126;0
3.74;3.39;8.92;4.87;926;48;N;524;240;0
3.74;3.2;8.64;4.63;154;47;N;525;98;0
3.74;3.4;8.85;4.87;290;47;N;525;312;0
3.74;3.1;8.53;4.8;273;42;N;529;190;0
3.74;3.33;8.86;4.85;284;41;N;528;299;0
3.74;3.02;8.45;4.71;398;41;N;524;163;0
3.74;3.33;8.86;4.85;283;40;N;527;298;0
3.74;3.06;8.47;4.75;281;40;N;530;158;0
3.74;3.33;8.86;4.85;283;40;N;527;298;0
3.74;3.05;8.63;4.75;228;40;N;522;194;0
3.74;3.06;8.47;4.75;280;39;N;529;157;0
3.74;3.06;8.47;4.75;280;39;N;529;157;0
3.74;3.28;8.9;4.77;777;38;N;523;204;0
3.74;3.24;8.8;4.89;252;37;N;535;250;0
3.74;3.28;8.9;4.77;776;37;N;522;203;0
3.74;3.13;8.68;4.89;114;37;N;528;224;0
3.74;3.36;8.91;4.86;252;36;N;525;270;0
3.74;3.3;8.77;4.89;152;36;N;531;219;0
3.74;3.4;8.99;4.85;834;36;N;523;220;0
3.74;3.19;8.59;4.78;390;35;N;521;221;0
3.74;3.19;8.6;4.72;724;35;N;522;158;0
3.74;3.43;8.91;4.86;275;35;N;522;289;0
3.74;3.33;8.91;4.78;695;35;N;524;210;0
3.74;3.19;8.6;4.72;724;35;N;522;158;0
3.74;3.28;8.9;4.77;773;34;N;519;200;0
3.74;3.36;8.91;4.86;250;34;N;523;268;0
3.74;3.27;8.86;4.96;144;33;N;528;126;0
3.74;3.41;8.87;4.91;253;33;N;520;282;0
3.74;3.19;8.6;4.72;722;33;N;520;156;0
3.74;3.4;8.99;4.85;831;33;N;520;217;0
3.74;3.05;8.36;4.68;302;32;N;520;196;0
3.74;3.13;8.54;4.83;377;32;N;525;121;0
3.74;3.13;8.54;4.83;377;32;N;525;121;0
3.74;3.33;8.91;4.78;692;32;N;521;207;0
3.74;3.36;8.91;4.86;248;32;N;521;266;0
3.74;3.33;8.91;4.78;692;32;N;521;207;0
3.74;3.38;9.01;4.89;699;32;N;528;172;0
3.74;3.39;8.94;4.87;288;31;N;521;259;0
3.74;3.4;8.99;4.85;829;31;N;518;215;0
3.74;3.33;8.91;4.78;691;31;N;520;206;0
3.74;3.33;8.91;4.78;690;30;N;519;205;0
3.74;3.4;8.92;5.04;102;30;N;529;256;0
3.74;3.05;8.36;4.68;300;30;N;518;194;0
3.74;3.32;8.92;4.79;874;30;N;525;199;0
3.74;3.05;8.36;4.68;298;28;N;516;192;0
3.74;3.05;8.64;4.71;156;27;N;515;167;0
3.74;2.97;8.42;4.75;326;27;N;526;215;0
3.74;3.08;8.58;4.8;124;26;N;532;104;0
3.74;3.18;8.63;4.75;135;26;N;523;145;0
3.74;3.16;8.69;4.81;349;26;N;522;141;0
3.74;3.16;8.69;4.81;349;26;N;522;141;0
3.74;2.97;8.42;4.75;325;26;N;525;214;0
3.74;3.05;8.64;4.71;154;25;N;513;165;0
3.74;3.06;8.58;4.9;130;25;N;527;198;0
3.74;3.05;8.64;4.71;154;25;N;513;165;0
3.74;3.35;8.75;4.76;451;24;N;521;253;0
3.74;3.06;8.58;4.9;129;24;N;526;197;0
3.74;3.29;8.93;5.07;231;24;N;540;207;0
3.74;3.14;8.69;4.86;103;23;N;528;141;0
3.74;3.14;8.69;4.86;103;23;N;528;141;0
3.74;3.35;8.75;4.76;450;23;N;520;252;0
3.74;3.19;8.86;4.89;226;23;N;527;155;0
3.74;3.08;8.74;4.94;107;23;N;532;258;0
3.74;3.35;8.75;4.76;450;23;N;520;252;0
3.74;2.93;8.47;4.77;353;23;N;529;153;0
3.74;2.96;8.31;4.66;162;22;N;526;284;0
3.74;3.04;8.59;4.79;484;22;N;536;176;0
3.74;3.04;8.59;4.79;484;22;N;536;176;0
3.74;3.22;8.62;4.64;290;22;N;525;268;0
3.74;3.19;8.86;4.89;225;22;N;526;154;0
3.74;3.17;8.73;4.94;125;22;N;527;181;0
3.74;3.06;8.58;4.9;127;22;N;524;195;0
3.74;3.35;8.91;4.87;352;22;N;519;215;0
3.74;3.18;8.75;4.79;242;22;N;545;200;0
